codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar,anio,mes
1.01.03.02.04.00.000,FLETES Y TRASLADOS,"36.000,00","2.500,00","7.250,00","28.750,00","250,00","4.750,00","2.500,00",2017,4
1.01.03.02.05.00.000,VARIOS,"29.000,00","23,00","23.219,00","5.781,00","10.396,00","23.196,00","23,00",2017,4
1.01.03.03.01.00.000,EDIFICIO MUNICIPAL,"750.000,00","56.300,64","108.856,05","641.143,95","9.830,57","61.881,98","46.974,07",2017,4
1.01.03.03.02.00.000,SEGURIDAD CIUDADANA,"15.000,00","354,89","1.039,15","13.960,85","0,00","684,26","354,89",2017,4
1.01.03.03.04.00.000,GUARDERIA MUNICIPAL,"8.000,00","970,39","2.896,14","5.103,86","0,00","1.925,75","970,39",2017,4
1.01.03.03.05.00.000,SALON CULTURAL,"20.000,00","995,26","2.900,34","17.099,66","0,00","1.905,08","995,26",2017,4
1.01.03.03.07.00.000,OFICINA DE FALTAS,"145.000,00","0,00","6.464,00","138.536,00","0,00","0,00","6.464,00",2017,4
1.01.03.04.00.00.000,PUBLICACIONES Y PROPAGANDA,"815.000,00","45.900,00","185.265,75","629.734,25","34.600,00","93.498,75","91.767,00",2017,4
1.01.03.05.01.00.000,SEGUROS VEHICULOS MAQ. Y ED. MUNICIPALES,"400.000,00","60.484,81","156.076,81","243.923,19","60.484,81","156.076,81","0,00",2017,4
1.01.03.05.02.00.000,DEBITOS BANCARIOS Y COMISIONES,"100.000,00","71,82","554,54","99.445,46","0,00","482,72","71,82",2017,4
1.01.03.05.03.00.000,COMISIONES Y TIMBRADOS,"500.000,00","36.027,09","179.059,42","320.940,58","37.647,09","126.298,79","52.760,63",2017,4
1.01.03.06.01.00.000,ALQUILERES DE MAQUINARIAS VIALES,"700.000,00","389.325,00","640.035,00","59.965,00","44.250,00","136.210,00","503.825,00",2017,4
1.01.03.06.02.00.000,ALQUILER DE CAMIONES,"1450.000,00","189.025,00","529.675,00","920.325,00","132.925,00","220.050,00","309.625,00",2017,4
1.01.03.06.03.00.000,ALQUILER INM. CORREA ARGENTINO,"40.000,00","6.000,00","24.000,00","16.000,00","6.000,00","24.000,00","0,00",2017,4
1.01.03.06.04.00.000,ALQUILER DE INM muca,"40.000,00","4.108,00","8.314,00","31.686,00","0,00","4.206,00","4.108,00",2017,4
1.01.03.06.05.00.000,ALQUILER DE predio deposito de ramas,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00",2017,4
1.01.03.06.06.00.000,ALQUILER DE IMPLEMENTO PARA EVENTOS,"78.000,00","3.450,00","11.580,00","66.420,00","3.450,00","5.530,00","6.050,00",2017,4
1.01.03.06.07.00.000,OTROS ALQUILERES,"231.000,00","40.450,00","78.975,00","152.025,00","10.225,00","34.050,00","44.925,00",2017,4
1.01.03.07.01.00.000,Gastos judiciales - MUltas,"150.000,00","897,00","1.668,79","148.331,21","0,00","771,79","897,00",2017,4
1.01.03.07.02.00.000,honorarios procuracion,"700.000,00","0,00","143.614,56","556.385,44","0,00","0,00","143.614,56",2017,4
1.01.03.08.00.00.000,VIATICOS Y MOVILIDAD,"120.000,00","1.243,00","26.086,05","93.913,95","188,00","24.913,05","1.173,00",2017,4
1.01.03.09.00.00.000,"ESTUDIO,INVESTIGACION Y ASIST. TECNICA","290.000,00","19.867,98","272.262,98","17.737,02","187.867,98","251.262,98","21.000,00",2017,4
1.01.03.10.01.00.000,IMPRESION DE CEDULONES Y FORMULARIOS VARIOS,"250.000,00","14.200,00","64.450,00","185.550,00","0,00","42.450,00","22.000,00",2017,4
1.01.03.10.02.00.000,INSUMOS DE LICENCIAS,"200.000,00","22.138,50","77.284,50","122.715,50","17.444,00","69.510,00","7.774,50",2017,4
1.01.03.10.03.00.000,IMPRESION DE CERTIFICADOS DE TALLERES,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,4
1.01.03.10.04.00.000,PASACALLES Y CARTELES,"60.000,00","4.500,00","11.100,00","48.900,00","0,00","3.600,00","7.500,00",2017,4
1.01.03.10.05.00.000,IMPRESIONES VARIAS,"30.000,00","600,00","13.770,00","16.230,00","0,00","10.930,00","2.840,00",2017,4
1.01.03.11.01.00.000,PALA CARGADORA MUNICIPAL,"60.000,00","0,00","3.000,00","57.000,00","3.000,00","3.000,00","0,00",2017,4
1.01.03.11.02.00.000,MOTONIVELADORA MUNICIPAL (2),"85.000,00","0,00","11.430,00","73.570,00","5.800,00","8.930,00","2.500,00",2017,4
1.01.03.11.03.00.000,CAMION FORD 14000,"60.000,00","0,00","6.000,00","54.000,00","500,00","6.000,00","0,00",2017,4
1.01.03.11.04.00.000,FORD RANGER,"30.000,00","0,00","1.500,00","28.500,00","0,00","1.500,00","0,00",2017,4
1.01.03.11.05.00.000,FIAT FIORINO (GOBIERNO),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,4
1.01.03.11.06.00.000,RENAULT EXPRESS (COMPRAS),"30.000,00","200,00","200,00","29.800,00","0,00","0,00","200,00",2017,4
1.01.03.11.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"30.000,00","0,00","2.500,00","27.500,00","0,00","2.500,00","0,00",2017,4
1.01.03.11.08.00.000,CAMION COMPACTADOR (RECOLCT. DE RESIDUOS),"80.000,00","6.000,00","7.150,00","72.850,00","6.000,00","6.800,00","350,00",2017,4
1.01.03.11.09.00.000,TRACTOR HANOMAG0,"10.000,00","0,00","5.032,01","4.967,99","5.032,01","5.032,01","0,00",2017,4
1.01.03.11.10.00.000,FORD F100 HIDROELEVADOR (ALUMBRADO),"60.000,00","0,00","27.538,58","32.461,42","3.000,00","27.538,58","0,00",2017,4
1.01.03.11.11.00.000,RENAULT MASTER,"30.000,00","10.600,00","10.600,00","19.400,00","0,00","0,00","10.600,00",2017,4
1.01.03.11.12.00.000,CAMION SCANIA (AGUA),"50.000,00","0,00","12.860,00","37.140,00","3.900,00","12.860,00","0,00",2017,4
1.01.03.11.13.00.000,RENAULT KANGO (espacios verdes),"20.000,00","0,00","3.400,00","16.600,00","0,00","3.400,00","0,00",2017,4
1.01.03.11.14.00.000,Renaulet Kango (medio ambente),"15.000,00","0,00","2.500,00","12.500,00","2.500,00","2.500,00","0,00",2017,4
1.01.03.11.15.00.000,Ford F 100 (servicios publicos),"10.000,00","7.500,00","7.500,00","2.500,00","0,00","0,00","7.500,00",2017,4
1.01.03.11.16.00.000,Reparacion Maq (espacios verdes),"15.000,00","0,00","1.580,00","13.420,00","0,00","1.580,00","0,00",2017,4
1.01.03.11.17.00.000,otros vehiculos,"50.000,00","0,00","1.350,00","48.650,00","0,00","1.350,00","0,00",2017,4
1.01.03.12.01.00.000,SERV. RECOLECC. Y TRASLADOS DE RESIDUOS,"2400.000,00","850.000,00","850.000,00","1550.000,00","0,00","0,00","850.000,00",2017,4
1.01.03.12.02.00.000,SERVICIOS PUBLICOS VARIOS,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00",2017,4
1.01.03.13.00.00.000,ALUMBRADO PUBLICO,"1720.000,00","53.874,00","1594.288,30","125.711,70","53.874,00","154.788,00","1439.500,30",2017,4
1.01.03.14.00.00.000,"PREMIOS, ADHESIONES Y OTROS SIMILARES","15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,4
1.01.03.15.00.00.000,HOMENAJES Y CORTESIAS,"180.000,00","23.345,50","51.907,51","128.092,49","2.046,00","12.463,01","39.444,50",2017,4
1.01.03.16.00.00.000,OTROS SERVICIOS,"800.000,00","111.694,74","371.542,17","428.457,83","78.449,74","289.851,47","81.690,70",2017,4
1.01.03.17.00.00.000,DEUDAS POR SERVICIOS EJERCICIOS ANTERIORES,"3500.000,00","826.959,21","2835.973,22","664.026,78","449.996,27","1750.297,35","1085.675,87",2017,4
1.01.03.18.00.00.000,CREDITO ADICIONAL P/ REFUERZO DE PARTIDA,"2300.000,00","0,00","0,00","2300.000,00","0,00","0,00","0,00",2017,4
1.01.03.22.01.00.000,REPARACIONES VEHICULOS SEG. CIUDADANA,"70.000,00","2.360,01","25.026,38","44.973,62","4.960,01","13.752,38","11.274,00",2017,4
1.01.03.22.02.00.000,HOMENAJES Y CORTESIAS SEG. CIUDADANIA,"20.000,00","865,00","2.275,00","17.725,00","1.815,00","2.230,00","45,00",2017,4
1.01.03.22.03.00.000,OTROS SERVICIOS SEG. CIUDADANA,"50.000,00","8.697,10","20.105,10","29.894,90","4.527,10","13.810,10","6.295,00",2017,4
1.01.03.23.01.00.000,DISTRIBUCION DE AGUA,"140.000,00","0,00","0,00","140.000,00","0,00","0,00","0,00",2017,4
1.01.03.23.02.00.000,RIEGO DE CALLES,"280.000,00","0,00","11.000,00","269.000,00","0,00","6.800,00","4.200,00",2017,4
1.01.03.24.00.00.000,OTROS SERVICIOS NO PERSONAL,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,4
1.01.03.25.01.00.000,Reparacion vehiculos efensa civil,"30.000,00","0,00","4.340,00","25.660,00","0,00","0,00","4.340,00",2017,4
1.01.03.25.02.00.000,Serv Personal Def Civil,"60.000,00","0,00","45.000,00","15.000,00","0,00","0,00","45.000,00",2017,4
1.01.03.25.03.00.000,Otros Servicios Defensa Civil,"10.000,00","120,00","1.726,61","8.273,39","276,00","1.606,61","120,00",2017,4
1.01.03.26.00.00.000,Servicios Area Ambiente,"30.000,00","0,00","20.000,00","10.000,00","0,00","10.000,00","10.000,00",2017,4
1.02.00.00.00.00.000,INTERESES Y GASTOS DE LA DEUDA,"485.000,00","29.096,89","163.939,50","321.060,50","31.643,58","155.023,65","8.915,85",2017,4
1.02.04.00.00.00.000,INTERESES Y GASTOS DE LA DEUDA,"485.000,00","29.096,89","163.939,50","321.060,50","31.643,58","155.023,65","8.915,85",2017,4
1.02.04.02.00.00.000,CON ORG. PCIALES. BCO. PCIA. DE Y/O macro,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,4
1.02.04.04.00.00.000,CON OTROS ORGANISMOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,4
1.02.04.05.00.00.000,DIFER. CAMBIO MONEDA EXTRANJERA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,4
1.02.04.06.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,4
1.02.04.08.00.00.000,APORTES 1% FONDO PERMANENTE,"400.000,00","29.096,89","163.939,50","236.060,50","31.643,58","155.023,65","8.915,85",2017,4
1.03.00.00.00.00.000,TRANSFERENCIAS,"14772.000,00","523.159,53","3578.597,72","11193.402,28","941.450,95","2922.672,25","655.925,47",2017,4
1.03.05.00.00.00.000,TRANSF.P/FINANCIAN EROGAC.CORRIENTES,"14772.000,00","523.159,53","3578.597,72","11193.402,28","941.450,95","2922.672,25","655.925,47",2017,4
1.03.05.01.01.00.000,"0,5% APORTE ENTE DE COOPERACION RECIPROCA","200.000,00","14.548,45","81.969,76","118.030,24","15.821,79","77.511,83","4.457,93",2017,4
1.03.05.01.02.00.000,a entes intercomunales,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,4
1.03.05.01.04.00.000,OTROS DE SECTOR PUBLICO,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,4
1.03.05.01.05.00.000,CONSERVACION DE FLORA Y FAUNA,"20.000,00","4.500,00","11.375,00","8.625,00","0,00","2.225,00","9.150,00",2017,4
1.03.05.01.07.01.000,FOMMEP,"54.000,00","0,00","0,00","54.000,00","0,00","0,00","0,00",2017,4
1.03.05.01.07.02.000,Otros gastos Policia,"30.000,00","855,00","11.170,00","18.830,00","3.670,00","6.515,00","4.655,00",2017,4
1.03.05.01.08.00.000,SUBSIDIOS A INSTITUCIONES LOCALES,"70.000,00","5.000,00","25.000,00","45.000,00","5.000,00","20.000,00","5.000,00",2017,4
1.03.05.02.01.00.000,Asistencia sectores carenciados,"300.000,00","46.418,22","114.454,46","185.545,54","30.214,28","57.874,83","56.579,63",2017,4
1.03.05.02.02.00.000,SERV. FUNEBRE Y COMPRA DE ATAUDES,"60.000,00","5.500,00","33.350,00","26.650,00","2.050,00","27.850,00","5.500,00",2017,4
1.03.05.02.03.00.000,SUBVENCIONES Y SUBSIDIOS,"440.000,00","23.288,75","182.615,34","257.384,66","18.170,00","90.383,59","92.231,75",2017,4
1.03.05.02.03.01.000,SUBSIDIOS VARIOS,"420.000,00","23.288,75","182.015,34","237.984,66","18.170,00","89.783,59","92.231,75",2017,4
1.03.05.02.03.01.001,BECAS POR ESTUDIOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,4
1.03.05.02.03.01.002,OTROS SUBSIDIOS,"300.000,00","15.238,75","144.001,34","155.998,66","6.100,00","55.469,59","88.531,75",2017,4
1.03.05.02.03.01.003,AYUDA ECONOMICA,"100.000,00","8.050,00","38.014,00","61.986,00","12.070,00","34.314,00","3.700,00",2017,4
1.03.05.02.03.02.000,SUBSIDIOS BOMBEROS VOLUNTARIOS,"20.000,00","0,00","600,00","19.400,00","0,00","600,00","0,00",2017,4
1.03.05.02.04.00.000,GASTOS DEPORTIVOS Y RECREACION,"1030.000,00","24.897,76","225.386,22","804.613,78","5.683,19","188.252,46","37.133,76",2017,4
1.03.05.02.04.01.000,FIESTAS PATRONALES,"300.000,00","0,00","0,00","300.000,00","0,00","0,00","0,00",2017,4
1.03.05.02.04.02.000,CARNAVALES INFANTILES,"350.000,00","0,00","0,00","350.000,00","0,00","0,00","0,00",2017,4
1.03.05.02.04.03.000,FIESTA DIA DE LA MADRE,"30.000,00","3.934,00","3.934,00","26.066,00","0,00","0,00","3.934,00",2017,4
1.03.05.02.04.04.000,OTROS EVENTOS DE RECREACION,"50.000,00","8.300,00","10.341,95","39.658,05","2.041,95","2.041,95","8.300,00",2017,4
1.03.05.02.04.05.000,"GASTOS DEPORTIVOS (FUTBOL, HOCKEY, VOLEY, ETC","100.000,00","10.875,70","32.550,82","67.449,18","2.456,79","9.439,12","23.111,70",2017,4
1.03.05.02.04.06.000,ESCUELAS MUNICIPALES DE VERANO E INVIERNO,"200.000,00","1.788,06","178.559,45","21.440,55","1.184,45","176.771,39","1.788,06",2017,4
1.03.05.02.05.00.000,GASTOS CULTURALES,"210.000,00","23.990,20","87.211,06","122.788,94","38.161,86","76.101,86","11.109,20",2017,4
1.03.05.02.05.01.000,MUSEO A CIELO ABIERTO,"150.000,00","8.041,00","31.541,00","118.459,00","18.541,00","31.541,00","0,00",2017,4
1.03.05.02.05.02.000,JORNADAS Y EVENTOS CULTURALES,"60.000,00","15.949,20","55.670,06","4.329,94","19.620,86","44.560,86","11.109,20",2017,4
1.03.05.02.06.00.000,OTROS,"95.000,00","3.832,34","12.003,01","82.996,99","6.129,88","7.557,88","4.445,13",2017,4
1.03.05.02.06.01.000,DEVOLUCIONES TASA A LA PROPIEDAD,"30.000,00","0,00","3.799,99","26.200,01","3.165,59","3.165,59","634,40",2017,4
1.03.05.02.06.02.000,DEVOLUCIONES IMPUESTOS A LOS AUTOMOTORES,"10.000,00","3.832,34","7.563,02","2.436,98","2.964,29","3.752,29","3.810,73",2017,4
1.03.05.02.06.03.000,DEVOLUCIONES VARIAS,"5.000,00","0,00","640,00","4.360,00","0,00","640,00","0,00",2017,4
1.03.05.02.06.04.000,DEVOLUCION CONVENIO GAS ORD. 558/2011,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,4
1.03.05.02.07.00.000,CREDITO ADICIONAL PARA ESFUERZO DE PARTIDA,"1170.000,00","0,00","0,00","1170.000,00","0,00","0,00","0,00",2017,4
1.03.05.02.08.00.000,EGRESOS PLAN SUMAR,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,4
1.03.05.02.09.00.000,PROGRAMAS DE EMPLEOS MUNICIPALES,"6000.000,00","370.328,81","373.192,45","5626.807,55","0,00","2.863,64","370.328,81",2017,4
1.03.05.02.10.00.000,CONCEJO MUNICIPAL DE LA MUJER,"3.000,00","0,00","0,00","3.000,00","0,00","0,00","0,00",2017,4
1.03.05.02.11.00.000,DEUDAS EJERCICIOS ANTERIORES,"5000.000,00","0,00","2420.870,42","2579.129,58","816.549,95","2365.536,16","55.334,26",2017,4
2.00.00.00.00.00.000,EROGACIONES DE CAPITAL,"46735.000,00","1377.005,42","9678.293,02","37056.706,98","1228.129,33","8276.177,11","1402.115,91",2017,4
2.01.00.00.00.00.000,INVERSION FISICA,"27610.000,00","561.009,45","2173.609,29","25436.390,71","356.106,10","1776.788,11","396.821,18",2017,4
2.01.07.00.00.00.000,BIENES DE CAPITAL,"2770.000,00","171.070,45","804.756,60","1965.243,40","182.889,04","790.564,25","14.192,35",2017,4
2.01.07.01.00.00.000,MAQUINARIAS Y EQUIPOS,"1500.000,00","118.201,05","614.244,20","885.755,80","118.201,05","614.244,20","0,00",2017,4
2.01.07.02.00.00.000,MUEBLES Y EQUIPO DE OFICINA,"200.000,00","6.115,28","60.098,22","139.901,78","18.186,22","59.118,22","980,00",2017,4
2.01.07.03.00.00.000,MEDIOS DE TRANSPORTE,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00",2017,4
2.01.07.05.00.00.000,COLECCIONES Y ELEMENTOS PARA BIBLIOTECA Y MS.,"20.000,00","0,00","1.000,00","19.000,00","0,00","1.000,00","0,00",2017,4
2.01.07.06.00.00.000,HERRAMIENTAS Y SIMILARES,"50.000,00","32.222,35","45.480,41","4.519,59","32.670,00","44.968,06","512,35",2017,4
2.01.07.07.00.00.000,TERRENOS,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,4
2.01.07.09.01.00.000,BIENES DE CAPITAL SEGURIDAD CIUDADANA,"60.000,00","0,00","44.765,86","15.234,14","0,00","32.765,86","12.000,00",2017,4
2.01.07.09.03.00.000,OTROS BIENES DE CAPITAL,"50.000,00","14.531,77","33.317,91","16.682,09","13.831,77","32.617,91","700,00",2017,4
2.01.07.10.00.00.000,DEUDAS P/BIENES DE CAPITAL EJ.ANT.,"200.000,00","0,00","5.850,00","194.150,00","0,00","5.850,00","0,00",2017,4
2.01.07.11.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"180.000,00","0,00","0,00","180.000,00","0,00","0,00","0,00",2017,4
2.01.08.00.00.00.000,TRABAJOS PUBLICOS,"24840.000,00","389.939,00","1368.852,69","23471.147,31","173.217,06","986.223,86","382.628,83",2017,4
2.01.08.01.02.00.000,POR ADMINISTRACION,"24840.000,00","389.939,00","1368.852,69","23471.147,31","173.217,06","986.223,86","382.628,83",2017,4
2.01.08.01.02.01.000,OBRA:Alumbrado Publico (cont por mejoras),"400.000,00","14.700,00","14.700,00","385.300,00","0,00","0,00","14.700,00",2017,4
2.01.08.01.02.02.000,obra cordon cuneta (cont por mejoras),"1000.000,00","0,00","0,00","1000.000,00","0,00","0,00","0,00",2017,4
2.01.08.01.02.04.000,OBRA:Polideportivo centro (mant e intalacione,"300.000,00","0,00","0,00","300.000,00","0,00","0,00","0,00",2017,4
2.01.08.01.02.05.000,OBRA:Mantenimiento Salon Municipal,"250.000,00","13.500,00","13.500,00","236.500,00","0,00","0,00","13.500,00",2017,4
2.01.08.01.02.06.000,OBRA:Mejoramiento Espacios Verdes,"200.000,00","152.667,43","165.591,43","34.408,57","29.820,80","40.920,80","124.670,63",2017,4
2.01.08.01.02.07.000,OBRA:Mantenimineto de Calles en general,"3000.000,00","111.800,00","154.612,50","2845.387,50","0,00","1.900,00","152.712,50",2017,4
2.01.08.01.02.08.000,OBRA:Mantenimiento Y Mej Edif Pub Municipales,"590.000,00","65.574,74","129.584,79","460.415,21","73.420,96","118.897,08","10.687,71",2017,4
2.01.08.01.02.08.002,Obra:Mantenimiento y Mej Edif Seg Ciud.,"90.000,00","0,00","405,00","89.595,00","0,00","405,00","0,00",2017,4
2.01.08.01.02.08.003,Obra:Mant y Mej. Otros Edif Municipales,"250.000,00","9.340,73","24.965,26","225.034,74","2.250,03","16.174,56","8.790,70",2017,4
2.01.08.01.02.08.004,Obra:Mantenimiento y Mejora Sede Edif Munic.,"250.000,00","56.234,01","104.214,53","145.785,47","71.170,93","102.317,52","1.897,01",2017,4
2.01.08.01.02.09.000,OBRA: Mantenimiento Alumbrado Publico,"1100.000,00","6.116,18","122.526,08","977.473,92","51.975,91","116.409,90","6.116,18",2017,4
2.01.08.01.02.11.000,OBRA Mantenim.y mejoras de otros edif locales,"100.000,00","2.114,00","2.114,00","97.886,00","1.564,00","1.564,00","550,00",2017,4
2.01.08.01.02.12.000,OBRA costanera municipal etapa II,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00",2017,4
2.01.08.01.02.13.000,Obras Menores,"800.000,00","22.060,00","364.325,00","435.675,00","11.659,00","341.765,00","22.560,00",2017,4
2.01.08.01.02.14.000,Deudas de Obras Ejercicio Anterior,"2000.000,00","0,00","364.732,82","1635.267,18","0,00","336.302,69","28.430,13",2017,4
2.01.08.01.02.16.000,Obra:Gas Nat(B. Centro.Cig.Valle Sol.M.Golf),"7000.000,00","0,00","0,00","7000.000,00","0,00","0,00","0,00",2017,4
2.01.08.01.02.17.000,obra Playon Deportivo L.LUGONES (EL TALAR),"100.000,00","0,00","393,00","99.607,00","0,00","393,00","0,00",2017,4
2.01.08.01.02.18.000,obra Convenio Gobierno de la Provincia,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00",2017,4
2.01.08.01.02.19.000,OBRAS Convenios - Gobierno de la Nacion,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00",2017,4
2.01.08.01.02.20.000,Obra Fondo Fderal Solidario,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00",2017,4
2.01.08.01.02.21.000,Obra Mantenimiento escuelas(FOMEDEEP),"250.000,00","1.406,65","16.773,07","233.226,93","4.776,39","8.071,39","8.701,68",2017,4
2.01.08.01.02.22.000,F.D.Urbano C.C.V. del Sol,"1650.000,00","0,00","20.000,00","1630.000,00","0,00","20.000,00","0,00",2017,4
2.01.08.01.02.23.000,Obra Ambiente- Reciclado,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00",2017,4
2.01.08.01.02.24.000,Plan remodelacion de plazas,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,4
2.01.08.01.02.25.000,fondo desarrollo urbano 2017,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,4
2.03.00.00.00.00.000,AMORTIZACION DE LA DEUDA,"19125.000,00","815.995,97","7504.683,73","11620.316,27","872.023,23","6499.389,00","1005.294,73",2017,4
2.03.10.00.00.00.000,AMORTIZACION DE LA DEUDA,"19125.000,00","815.995,97","7504.683,73","11620.316,27","872.023,23","6499.389,00","1005.294,73",2017,4
2.03.10.02.02.00.000,OTROS BCO.PCIA.CBA. Y/O macro,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,4
2.03.10.02.03.00.000,AMORTIZACION DEUDA PACTO FISCAL III,"160.000,00","1.975,56","9.877,80","150.122,20","1.975,56","9.877,80","0,00",2017,4
2.03.10.02.04.00.000,AMORTIZACION DEUDAS PROVEEDORES VARIOS,"800.000,00","0,00","728.059,40","71.940,60","0,00","57.802,12","670.257,28",2017,4
2.03.10.02.05.00.000,AMORTIZACION CREDITO FONDO PERMANENTE,"500.000,00","35.000,00","175.000,00","325.000,00","35.000,00","175.000,00","0,00",2017,4
2.03.10.02.06.00.000,Amortizacion Anticipos de CooparticipM-^Ecion,"1500.000,00","138.888,89","761.111,12","738.888,88","138.888,89","622.222,23","138.888,89",2017,4
2.03.10.02.07.00.000,AMORTIZACION JUICIO MSB CONST MUNICIPALIDAD,"8600.000,00","640.131,52","2431.740,41","6168.259,59","696.158,78","2235.591,85","196.148,56",2017,4
2.03.10.02.08.00.000,AMORTIZACION DEUDA CATASTROFE CLIMATOLOGICA,"7000.000,00","0,00","3398.895,00","3601.105,00","0,00","3398.895,00","0,00",2017,4
2.03.10.02.09.00.000,Amortizacion Fondo Desarrollo Urbano,"495.000,00","0,00","0,00","495.000,00","0,00","0,00","0,00",2017,4
2.03.10.04.02.00.000,OTROS CREDITOS-BID,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,4
3.00.00.00.00.00.000,Salud Erogaciones Corrientes,"2789.180,00","309.566,05","1222.596,61","1566.583,39","223.960,56","955.983,86","266.612,75",2017,4
3.01.00.00.00.00.000,Funcionamiento,"2489.180,00","244.820,53","1153.351,09","1335.828,91","223.960,56","951.483,86","201.867,23",2017,4
3.01.01.00.00.00.000,Personal,"988.180,00","65.196,98","172.679,88","815.500,12","52.647,87","107.482,90","65.196,98",2017,4
3.01.01.01.01.00.000,Sueldos Basicos,"762.180,00","61.697,00","153.311,00","608.869,00","45.807,00","91.614,00","61.697,00",2017,4
